Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
June,2021.0,93.0,Drama,9.4,18.0,Suhrud Godbole,Vaibhav Khisti,Nilesh Divekar,Jitendra Joshi
Jung,1996.0,146.0,"Action, Crime, Drama",4.0,233.0,Rama Rao Tatineni,Mithun Chakraborty,Ajay Devgn,Rambha
Jung,2000.0,147.0,"Action, Crime, Drama",4.2,364.0,Sanjay Gupta,Sanjay Dutt,Jackie Shroff,Aditya Pancholi
Jung Aur Aman,1968.0,128.0,,5.1,8.0,Nanabhai Bhatt,Mumtaz,Dara Singh,Mohan Choti
Jung Baaz,1989.0,143.0,"Action, Crime",5.6,75.0,Mehul Kumar,Govinda,Danny Denzongpa,Prem Chopra
Jungle Love Story,1998.0,133.0,Romance,6.2,6.0,Dilip Gulati,Raza Murad,Amrit Pal,Raju Srivastava
Junglee,1961.0,139.0,"Comedy, Drama, Musical",7.3,467.0,Subodh Mukherji,Shammi Kapoor,Saira Banu,Shashikala
Junko,2017.0,78.0,Crime,3.1,8.0,Abhinav Thakur,Neelam Deysarkar,Aayush Thakur,Aarav Mavi
Junoon,1979.0,141.0,Drama,7.6,503.0,Shyam Benegal,Shashi Kapoor,Nafisa Ali,Shabana Azmi
Junoon,1992.0,123.0,"Drama, Horror, Musical",5.6,531.0,Mahesh Bhatt,Rahul Roy,Pooja Bhatt,Avinash Wadhawan
Junooniyat,2016.0,155.0,"Drama, Romance",4.2,708.0,Vivek Agnihotri,Pulkit Samrat,Yami Gautam,Gulshan Devaiah
Jurm,1990.0,103.0,"Action, Crime, Romance",5.6,129.0,Mahesh Bhatt,Vinod Khanna,Meenakshi Sheshadri,Sangeeta Bijlani
Jurm,2005.0,150.0,"Crime, Drama, Mystery",5.4,482.0,Vikram Bhatt,Kamal Adib,Bobby Deol,Lara Dutta
Jurmana,1979.0,139.0,"Drama, Romance",6.8,176.0,Hrishikesh Mukherjee,Rakhee Gulzar,Amitabh Bachchan,Shreeram Lagoo
Jurmana,1996.0,134.0,Action,5.4,31.0,T.L.V. Prasad,Mithun Chakraborty,Rambha,Ashwini Bhave
Jurrat,1989.0,146.0,"Action, Crime",4.6,23.0,David Dhawan,Shatrughan Sinha,Kumar Gaurav,Amala Akkineni
Just Like That,2019.0,109.0,Drama,7.9,30.0,Kislay,Trimala Adhikari,Harish Khanna,Mohini Sharma
Just Married: Marriage Was Only the Beginning!,2007.0,135.0,"Comedy, Drama, Romance",5.3,495.0,Meghna Gulzar,Fardeen Khan,Esha Deol,Neelima Azim
Justice Chaudhury,1983.0,156.0,"Drama, Action, Comedy",5.6,75.0,K. Raghavendra Rao,Jeetendra,Hema Malini,Sridevi
Jwalamukhi,1980.0,162.0,"Action, Romance, Drama",5.8,28.0,Prakash Mehra,Waheeda Rehman,Shatrughan Sinha,Reena Roy
Jwalamukhi,2000.0,135.0,"Action, Drama",4.2,29.0,Jagdish A. Sharma,Vijay Sharma,Abdul Rehman Sheikh,Arjun
Jwar Bhata,1944.0,120.0,"Drama, Romance",7.6,34.0,Amiya Chakrabarty,Ruma Guha Thakurta,Aga Jaan,Vikram Kapoor
Jwlwi - The Seed,2019.0,90.0,Drama,8.0,24.0,Rajni Basumatary,Raj Agnihotri,Mondeep Basumatary,Rajni Basumatary
Jyoti,1981.0,144.0,Drama,5.9,31.0,Pramod Chakravorty,Ajit,Birbal,Vijayendra Ghatge
Jyoti Bane Jwala,1980.0,166.0,"Drama, Family, Action",5.0,38.0,Narayana Rao Dasari,Jeetendra,Vinod Mehra,Ashok Kumar
Kaaboo,2002.0,135.0,Action,6.5,29.0,Vicky Ranawat,Rajat Bedi,Sudesh Berry,Abhay Bhargava
Kaadhal Parisu,1987.0,143.0,"Drama, Romance",6.1,97.0,A. Jagannathan,Kamal Haasan,Radha,Ambika
Kaafiron Ki Namaaz,2013.0,149.0,"Drama, Thriller",7.1,274.0,Ram Ramesh Sharma,Alok Chaturvedi,Chandra Shekhar Dutta,Joydip Mukhopadhyay
Kaagaz Ke Fools,2015.0,109.0,Comedy,3.9,136.0,Anil Chaudhary,Vinay Pathak,Mugdha Godse,Raima Sen
Kaagaz Ki Kashti,2017.0,127.0,Documentary,8.9,203.0,Brahmanand S. Singh,Ghulam Ali,Talat Aziz,Mahesh Bhatt
Kaajal,1965.0,168.0,"Drama, Musical, Romance",6.2,119.0,Ram Maheshwari,Meena Kumari,Dharmendra,Padmini
Kaala Samrajya,1999.0,119.0,"Action, Crime, Romance",4.2,36.0,Deepak Bahry,Sunil Shetty,Monica Bedi,Amrish Puri
Kaala Sona,1975.0,137.0,"Action, Thriller",6.4,61.0,Ravikant Nagaich,Feroz Khan,Parveen Babi,Prem Chopra
Kaali Ki Saugandh,2000.0,90.0,Action,5.0,7.0,Saabir,Anmol,Dharmendra,Johny Fever
Kaalo,2010.0,79.0,"Action, Drama, Horror",3.3,260.0,Wilson Louis,Aditya Srivastav,Swini Khara,Aditya Lakhia
Kaam Jwala: The Fire,2004.0,73.0,Drama,2.7,9.0,Kanti Shah,Amit Pachori,Sapna Sappu,Junior Jagdeep
Kaam Shastra,1975.0,136.0,Thriller,6.4,13.0,Prem Kapoor,Alka,Ramesh Aurora,Urmila Bhatt
Kaamaagni,1987.0,134.0,"Drama, Music",4.6,7.0,Ashok Kumar,Sushma Ahuja,Tina Ambani,Leena Das
Kaamchor,1982.0,135.0,"Drama, Family",6.6,131.0,K. Viswanath,Rakesh Roshan,Jaya Prada,Tanuja
Kaanchi,2014.0,151.0,"Drama, Musical, Romance",4.2,590.0,Subhash Ghai,Mishti,Kartik Aaryan,Rishi Kapoor
Kaanchli Life in a Slough,2020.0,101.0,Drama,7.3,85.0,Dedipya Joshii,Sanjay Mishra,Shikha Malhotra,Nareshpal Singh Chouhan
Kaanoon Ki Awaaz,1989.0,127.0,"Action, Crime",3.8,10.0,P. Chandrasekhar,R. Kumar,Balwant Dullat,Shatrughan Sinha
Kaaranama,1990.0,138.0,Drama,4.8,17.0,Ranjeet,Vinod Khanna,Kimi Katkar,Farha Naaz
Kaash,1987.0,140.0,Drama,6.3,197.0,Mahesh Bhatt,Jackie Shroff,Dimple Kapadia,Master Makrand
Kaash,2015.0,106.0,Drama,5.0,20.0,Ishaan Nair,Nidhi Sunil,Kavya Trehan,Varun Mitra
Kaash... Hamara Dil Pagal Na Hota,2003.0,149.0,Comedy,3.6,7.0,Mangal Anand,Sunil Singh,Chetan Aneja,Mithun Purandare
Kaashi in Search of Ganga,2018.0,125.0,Thriller,5.4,259.0,Dhiraj Kumar,Prince Adhikari,Aishwarya Devan,Kranti Prakash Jha
Kab? Kyoon? Aur Kahan?,1970.0,136.0,"Action, Mystery, Romance",6.8,117.0,Arjun Hingorani,Dharmendra,Babita Kapoor,Pran
Kabaad- The Coin,2021.0,132.0,Drama,6.6,76.0,Varadraj Swami,Vivaan Shah,Zoya Afroz,Abhishek Bajaj
Kabhi Na Kabhi,1998.0,157.0,"Action, Drama, Romance",4.3,158.0,Priyadarshan,Jackie Shroff,Anil Kapoor,Pooja Bhatt
Kabhi Paas Kabhi Fail,1999.0,95.0,"Comedy, Family",6.2,20.0,Virendra Saini,Sajeel Parakh,Saurabh Shukla,Sona
Kabli Khan,1963.0,123.0,"Action, Musical",4.8,9.0,K. Amarnath,Ajit,Helen,Samson
Kabrastan,1988.0,135.0,Horror,3.7,27.0,Mohan Bhakri,Hemant Birje,Kamna,Javed Khan
Kabrastan,2000.0,109.0,Horror,3.1,16.0,Ramesh U. Lakhiani,Amit Kapoor,Satnam Kaur,Shehzad Khan
Kabuliwala,1961.0,95.0,Drama,7.8,317.0,Hemen Gupta,Balraj Sahni,Baby Sonu,Usha Kiran
Kabzaa,1988.0,143.0,"Action, Crime, Drama",5.9,185.0,Mahesh Bhatt,Raj Babbar,Sanjay Dutt,Amrita Singh
Kaccha Limboo,2011.0,141.0,"Comedy, Family",6.4,88.0,Sagar Ballary,Muntazir Ahmad,Karan Bhanushali,Bhairavi Goswami
Kachchi Sadak,2006.0,145.0,"Action, Drama",6.1,34.0,Sanjay D. Singh,Rahul Singh,Parmita Katkar,Tinnu Anand
Kadal Meengal,1981.0,137.0,Drama,6.6,76.0,G.N. Rangarajan,Kamal Haasan,Sujatha,Ambika
Kadamban,2017.0,142.0,"Action, Adventure, Drama",5.3,417.0,N. Ragavan,Arya,Catherine Tresa,Deepraj Rana
Kadhal Desam,1996.0,158.0,"Comedy, Drama, Romance",6.8,458.0,Kathir,Abbas,S.P. Balasubrahmanyam,Chaplin Balu
Kadhal Mannan,1998.0,135.0,"Drama, Romance",7.1,789.0,Saran,Ajith Kumar,Maanu,M.S. Viswanathan
Kadke Kamal Ke,2019.0,136.0,Comedy,6.8,5.0,Laxman Singh,Aaryan Adhikari,Neeta Dhungana,Rajpal Yadav
Kadvi Hawa,2017.0,95.0,Drama,8.1,985.0,Nila Madhab Panda,Nilamadhab Panda,Sanjay Mishra,Ranvir Shorey
Kafan,1990.0,147.0,Horror,5.8,48.0,Dhirendra Bohra,Javed Khan,Jamuna,Viju Khote
Kagaar: Life on the Edge,2003.0,150.0,"Crime, Drama",5.7,50.0,N. Chandra,Om Puri,Nandita Das,Amitabh Dayal
Kahaani Gudiya Ki...: True Story of a Woman,2008.0,112.0,"Biography, Drama",5.8,32.0,Prabhakar Shukla,Divya Dutta,Arif Zakaria,Rajpal Yadav
Kahan Hai Kanoon,1989.0,131.0,Action,6.9,7.0,Deepak Balraj Vij,Sadashiv Amrapurkar,Anand Balraj,Sudhir Dalvi
Kahani Ek Chor Ki,1981.0,138.0,"Action, Crime",5.2,9.0,S. Ramanathan,Asrani,Master Bhagwan,Chandrashekhar
Kahani Kismat Ki,1973.0,131.0,"Action, Drama",6.0,90.0,Arjun Hingorani,Dharmendra,Rekha,Ajit
Kahin Din Kahin Raat,1968.0,165.0,"Action, Crime, Thriller",5.6,14.0,Darshan Sabharwal,Biswajit Chatterjee,Sapana,Pran
Kahin Hai Mera Pyar,2014.0,138.0,"Drama, Musical, Romance",5.7,18.0,Mahesh Vaijnath Doijode,Manas Das,Eesha Agarwal,Gajendra Chauhan
Kahin Pyaar Na Ho Jaaye,1963.0,120.0,Comedy,7.5,24.0,Kalpataru,Shakila,Mehmood,Om Prakash
Kai Kodukkam Kai,1984.0,131.0,"Action, Drama",6.3,75.0,J. Mahendran,Chinnijayanth,Y.G. Mahendran,Rajinikanth
Kairee,1999.0,93.0,Drama,5.4,104.0,Amol Palekar,Yogita Deshmukh,Shilpa Navalkar,Mohan Gokhale
Kaisay Kahein...,2007.0,123.0,"Drama, Romance",6.2,54.0,Mohit Hussein,Rajvirr Singh,Neha Julka,Aditi Govitrikar
Kajarya,2013.0,132.0,Drama,6.6,131.0,Madhureeta Anand,Meenu Hooda,Ridhima Sud,Kuldeep Ruhil
Kajraare,2010.0,112.0,"Crime, Drama, Romance",2.8,404.0,Pooja Bhatt,Himesh Reshammiya,Sara Loren,Amrita Singh
Kajri,2013.0,84.0,Drama,6.0,48.0,Hyder Kazmi,Arpita Singh,,
Kaksparsh,2012.0,140.0,"Drama, Family, History",7.9,779.0,Mahesh Manjrekar,Sachin Khedekar,Priya Bapat,Abhijit Kelkar
Kal Aaj Aur Kal,1971.0,156.0,"Family, Musical, Romance",6.9,308.0,Randhir Kapoor,Prithviraj Kapoor,Raj Kapoor,Babita Kapoor
Kal Hamara Hai,1959.0,127.0,Drama,6.7,18.0,S.K. Prabhakar,Madhubala,Bharat Bhushan,Jayant
Kal Ki Awaz,1992.0,162.0,Action,6.2,65.0,B.R. Chopra,Ravi Chopra,Dharmendra,Raj Babbar
Kal Kissne Dekha,2009.0,134.0,"Action, Crime, Romance",3.6,435.0,Vivek Sharma,Jackky Bhagnani,Nushrat Bharucha,David Bueno
Kal: Yesterday and Tomorrow,2005.0,120.0,"Drama, Mystery, Thriller",6.3,111.0,Ruchi Narain,Shiney Ahuja,Murad Ali,Ahmed Chaudhary
Kala Aadmi,1960.0,140.0,"Action, Drama, Mystery",6.0,7.0,Ved-Madan,Ashok Kumar,Shyama,Johnny Walker
Kala Bazaar,1989.0,160.0,"Action, Drama",5.5,203.0,Rakesh Roshan,Anil Kapoor,Jackie Shroff,Farha Naaz
Kala Bazar,1960.0,163.0,"Crime, Drama, Musical",7.4,262.0,Vijay Anand,Dev Anand,Waheeda Rehman,Nanda
Kala Dhanda Goray Log,1986.0,158.0,"Drama, Family",5.7,35.0,Sanjay Khan,Sunil Dutt,Sanjay Khan,Anita Raj
Kala Pani,1958.0,164.0,"Crime, Musical, Romance",7.1,277.0,Raj Khosla,Dev Anand,Madhubala,Nalini Jaywant
Kala Pani,1980.0,126.0,Action,5.6,16.0,Shibu Mitra,Shashi Kapoor,Neetu Singh,Bindu
Kalabaaz,1977.0,145.0,"Action, Adventure, Drama",6.4,29.0,Ashok Roy,Dev Anand,Zeenat Aman,Pradeep Kumar
Kalaignan,1993.0,143.0,"Action, Drama, Thriller",6.3,221.0,G.B. Vijay,Kamal Haasan,Bindiya,Farheen
Kali Ghata,1951.0,145.0,"Drama, Romance",6.3,9.0,Kishore Sahu,Kishore Sahu,Bina Rai,Asha Mathur
Kali Ghata,1980.0,131.0,"Romance, Thriller, Mystery",5.8,33.0,Ved Rahi,Shashi Kapoor,Rekha,Danny Denzongpa
Kali Salwaar,2002.0,112.0,Drama,6.2,95.0,Fareeda Mehta,Sadiya Siddiqui,Irrfan Khan,Surekha Sikri
Kali Topi Lal Rumal,1959.0,129.0,"Musical, Romance",5.7,15.0,Tara Harish,Shakila,Chandrashekhar,Agha
Kalichaat,2018.0,70.0,Drama,8.0,6.0,Sudhanshu Sharma,Prakash Deshmukh,Virendra Kumar Nathenial,Geetika Shyam
Kalicharan,1976.0,143.0,"Action, Adventure, Crime",6.7,251.0,Subhash Ghai,Shatrughan Sinha,Reena Roy,Ajit
Kalloori Vaasal,1996.0,135.0,"Comedy, Romance",5.1,159.0,Pavithran,Ajith Kumar,Prashanth,Pooja Bhatt
Kalpana,1948.0,122.0,Musical,6.7,39.0,Uday Shankar,Lakshmi Kanta,Usha Kiran,Lalitha
Kalsandhya,1997.0,124.0,Drama,7.2,13.0,Bhabendra Nath Saikia,Hemen Barman,Munin Barua,Mridula Baruah
Kalyug,1981.0,152.0,Drama,7.8,501.0,Shyam Benegal,Shashi Kapoor,Rekha,Raj Babbar
Kama Sundari,2001.0,130.0,Thriller,5.2,17.0,Balvinder Sandhu,Monica Castelino,Nagesh Bhonsle,Satyendra Kapoor
Kamaal Dhamaal Malamaal,2012.0,148.0,"Comedy, Drama",4.1,750.0,Priyadarshan,Nana Patekar,Shreyas Talpade,Om Puri
Kamasutra 3D,2013.0,110.0,"Drama, Romance",6.5,510.0,Rupesh Paul,Mohan Kapur,Abha Paul,Makrand Deshpande
Kamla,1984.0,120.0,Drama,7.1,55.0,Jag Mundhra,Shabana Azmi,Deepti Naval,Marc Zuber
Kamla Ki Maut,1989.0,95.0,Drama,7.2,212.0,Basu Chatterjee,Pankaj Kapur,Supriya Pathak,Roopa Ganguly
Kamlabai,1992.0,46.0,Documentary,7.6,8.0,Reena Mohan,Kamlabai Gokhale,,
Kamsin: The Untouched,1997.0,88.0,Drama,5.1,12.0,Amit Suryavanshi,Birbal,K.K. Goswami,Jyoti
Kan Kan Men Bhagwan,1963.0,124.0,"Adventure, Drama, Fantasy",5.8,10.0,Babubhai Mistry,Anita Guha,Mahipal,Ram Singh
Kanave Kalaiyadhe,1999.0,157.0,"Action, Drama",6.0,22.0,V. Gowthaman,Sabitha Anand,Charlie,Chinnijayanth
Kandy Twist,2019.0,113.0,Drama,8.2,8.0,Shiva Rindani,Dinero Ash,Pari Chaudhary,Greg de Sousa
Kaneez,1949.0,140.0,"Drama, History",6.2,5.0,Krishna Kumar,Munawwar Sultana,Shyam,Urmila
Kangan,1959.0,144.0,Mystery,6.8,9.0,Nanabhai Bhatt,Nirupa Roy,Ashok Kumar,Purnima
Kangan,1971.0,139.0,Drama,6.6,16.0,K.B. Tilak,Ashok Kumar,Mala Sinha,Sanjeev Kumar
Kanhaiya,1959.0,175.0,"Romance, Drama, Family",6.7,45.0,Om Prakash,Raj Kapoor,Nutan,Lalita Pawar
Kanmani,1994.0,137.0,"Drama, Romance",3.7,7.0,R.K. Selvamani,Jaishankar,Mansoor Ali Khan,Lakshmi
Kannan Varuvaan,2000.0,135.0,Romance,5.8,39.0,Sundar C.,Karthik,Mantra,Divyaa Unni
Kanoon,1960.0,150.0,"Drama, Crime, Mystery",7.9,415.0,B.R. Chopra,Rajendra Kumar,Ashok Kumar,Nanda
Kanoon,1994.0,104.0,"Action, Drama",3.1,135.0,Sushma Shiromani,Ajay Devgn,Urmila Matondkar,Kiran Kumar
Kanoon Apna Apna,1989.0,162.0,"Action, Crime, Drama",5.6,146.0,Gopal B.,Dilip Kumar,Nutan,Sanjay Dutt
Kanwarlal,1988.0,150.0,"Action, Drama",4.6,18.0,S.S. Ravichandra,Salma Agha,Arjun,Raj Babbar
Kanyadaan,1968.0,149.0,"Drama, Romance",7.3,78.0,Mohan Segal,Asha Parekh,Shashi Kapoor,Sayeeda Khan
Kanyadaan,2017.0,114.0,Drama,6.9,17.0,Akshay Dinesh Vaishnav,Deepika Amin,Mrinmayee Godbole,Darshan Jariwala
Kaphal: Wild Berries,2013.0,90.0,"Action, Adventure, Drama",8.2,45.0,Batul Mukhtiar,Hema Bisht,Ramkishan Choyal,Subrat Dutta
Karamati Coat,1993.0,86.0,"Comedy, Family, Fantasy",7.1,182.0,Ajay Karthik,Prachi Save,Swapnesh Sawant,Vikram Acharya
Karan,1994.0,120.0,Action,4.0,23.0,Shiv Kumar,Virender Razdan,Prem Chopra,Balwant Dullat
Karar: The Deal,2014.0,115.0,Thriller,4.2,64.0,Sabir,Mahek Chahal,Tarun Arora,Shashi Wadia
Karate,1983.0,127.0,"Action, Drama, Musical",6.2,56.0,Deb Mukherjee,Mithun Chakraborty,Deb Mukherjee,Kaajal Kiran
Karim Mohammed,2018.0,99.0,Drama,4.8,30.0,Pawan Kumar Sharma,Alka Amin,Veer Gujjar,Rajesh Jais
Karishma Kudrat Kaa,1985.0,185.0,"Action, Drama",6.1,57.0,Sunil Hingorani,Rati Agnihotri,Urmila Bhatt,Mithun Chakraborty
Karishmaa,1984.0,130.0,"Crime, Thriller",6.5,43.0,I.V. Sasi,Kamal Haasan,Reena Roy,Tina Ambani
Karle Pyaar Karle,2014.0,110.0,"Action, Romance",2.7,128.0,Rajesh Pandey,Shiv Darshan,Hasleen Kaur,Aham Sharma
Karm,1977.0,156.0,"Drama, Family",6.7,72.0,B.R. Chopra,Rajesh Khanna,Vidya Sinha,Shabana Azmi
"Karma, Confessions and Holi",2009.0,110.0,Drama,2.9,125.0,Manish Gupta,Rati Agnihotri,Armin Amiri,Kulraaj Anand
Karma: Crime. Passion. Reincarnation,2008.0,97.0,"Crime, Drama, Mystery",5.0,105.0,M.R. Shahjahan,Alma S. Grey,Carl Weyant,Vijayendra Ghatge
Karmyudh,1985.0,130.0,Action,4.4,16.0,Swaroop Kumar,Mithun Chakraborty,Anita Raj,Pran
Karobaar: The Business of Love,2000.0,180.0,"Drama, Romance",4.4,237.0,Rakesh Roshan,Juhi Chawla,Anil Kapoor,Rishi Kapoor
Kartavya,1979.0,168.0,"Action, Drama",7.0,55.0,Mohan Segal,Dharmendra,Rekha,Nirupa Roy
Kartoos,1999.0,124.0,"Action, Thriller",5.1,514.0,Mahesh Bhatt,Sanjay Dutt,Jackie Shroff,Manisha Koirala
Kartooz,2014.0,97.0,"Action, Adventure",3.0,7.0,Panna Hossain,Faruque Azam,Anindita Chatterjee,Sumita Chatterjee
Karunamayudu,1978.0,160.0,"Biography, Drama, Family",7.7,37.0,A. Bhimsingh,Christopher Coelho,Chandramohan,Rajasulochana
Karz: The Burden of Truth,2002.0,173.0,"Action, Crime, Drama",3.9,390.0,Harry Baweja,Sunny Deol,Sunil Shetty,Shilpa Shetty Kundra
Kasaai,2019.0,96.0,Drama,6.6,29.0,Gajendra Shanker Shrotriya,Raman Atre,Ashok Banthia,Amit Bimrot
Kasak,1992.0,150.0,"Drama, Romance",5.1,27.0,K. Bapaiah,Aparajita,Asrani,Laxmikant Berde
Kasak,2005.0,107.0,Drama,4.5,63.0,Rajiv Babbar,Lucky Ali,Meera,Puneet Issar
Kasam,1988.0,157.0,"Action, Drama, Romance",5.1,53.0,Umesh Mehra,Master Bunty,Sudhir Dalvi,Ketki Dave
Kasam Paida Karne Wale Ki,1984.0,145.0,"Action, Drama",5.7,131.0,Babbar Subhash,Mithun Chakraborty,Smita Patil,Salma Agha
Kasam Teri Kasam,1993.0,156.0,"Drama, Romance",4.3,15.0,Raman Kumar,Krishan Kumar,Kanchan,Kunickaa Sadanand
Kasauti,1974.0,131.0,"Drama, Romance",5.9,115.0,Aravind Sen,Hema Malini,Amitabh Bachchan,Pran
Kasba,1991.0,121.0,Drama,7.0,49.0,Kumar Shahani,Navjot Hansra,K.K. Raina,Manohar Singh
Kashmakash,1973.0,134.0,"Action, Family, Mystery",5.4,13.0,Feroz Chinoy,Feroz Khan,Rekha,Shatrughan Sinha
Kashmir Daily,2018.0,148.0,"Drama, Thriller",6.7,23.0,Hussein Khan,Zameer Ashai,Shahid Gulfam,Hussein Khan
Kashmir Ki Kali,1964.0,168.0,"Comedy, Musical, Romance",7.1,487.0,Shakti Samanta,Shammi Kapoor,Sharmila Tagore,Pran
Kasoor,2001.0,151.0,"Drama, Mystery, Thriller",6.0,937.0,Vikram Bhatt,Divya Dutta,Sucheta Paushe,Lisa Ray
Kastoori,2019.0,100.0,Drama,8.7,31.0,Vinod Kamble,Samarth Sonawane,Shravan Upalakar,
Kath Putli,1957.0,152.0,"Drama, Family",6.9,29.0,Nitin Bose,Amiya Chakrabarty,Vyjayanthimala,Balraj Sahni
Kathor,2018.0,110.0,Drama,5.6,10.0,Karan Kashyap,Lalit Parimoo,Sheetal Dimri,Abhisek Pandey
Kathputli,1971.0,148.0,"Drama, Romance",6.9,34.0,Brij,Jeetendra,Mumtaz,Helen
Kati Patang,1970.0,167.0,"Drama, Family, Musical",7.2,946.0,Shakti Samanta,Rajesh Khanna,Asha Parekh,Prem Chopra
Katilon Ke Kaatil,1981.0,199.0,"Action, Comedy, Drama",6.4,92.0,Anil Hingorani,Arjun Hingorani,Dharmendra,Rishi Kapoor
Katiyabaaz,2013.0,84.0,"Documentary, Drama",7.8,485.0,Deepti Kakkar,Fahad Mustafa,Ritu Maheshwari,Loha Singh
Katputtli,2006.0,119.0,Thriller,5.6,24.0,Sanjay Khanna,Milind Soman,Mink Singh,Sameer Dharmadhikari
Kaun Hai Jo Sapno Mein Aaya,2004.0,127.0,Musical,5.1,46.0,Rajesh Bhatt,Richa Pallod,Anupam Kher,Kader Khan
Kaun Jeeta Kaun Haara,1987.0,119.0,"Comedy, Drama",5.9,29.0,Rakesh Kumar,Tinnu Anand,Amitabh Bachchan,Bhavana Balsawar
Kaun Kare Kurbanie,1991.0,154.0,"Action, Crime, Drama",3.2,49.0,Arjun Hingorani,Dharmendra,Govinda,Anita Raj
Kaun Kitney Paani Mein,2015.0,112.0,"Comedy, Drama, Family",6.1,458.0,Nila Madhab Panda,Kunal Kapoor,Radhika Apte,Saurabh Shukla
Kaun Rokega Mujhe,1997.0,123.0,"Action, Thriller",3.8,18.0,Kamal Raj Bhasin,Coca Cola,Sadashiv Amrapurkar,Asrani
Kaun Sachcha Kaun Jhootha,1997.0,130.0,"Drama, Mystery, Thriller",5.5,101.0,Partho Ghosh,Rishi Kapoor,Sridevi,Suresh Oberoi
Kaun? Kaisey?,1983.0,127.0,Crime,6.4,45.0,Neelu Arora,Beena Bannerjee,Bina,Ardhendu Bose
Kavi Kalidas,1959.0,139.0,"Drama, Musical",7.1,17.0,S.N. Tripathi,Bharat Bhushan,Nirupa Roy,Anita Guha
Kaya Palat,1983.0,121.0,"Comedy, Fantasy",6.7,14.0,Satyen Bose,Suresh Chatwal,Anoop Kumar,Ashok Kumar
Kayda Kanoon,1993.0,150.0,"Action, Crime, Drama",5.0,504.0,Pradeep Maini,Akshay Kumar,Sudesh Berry,Ashwini Bhave
Keemat,1973.0,132.0,Action,6.8,48.0,Ravikant Nagaich,Dharmendra,Rekha,Prem Chopra
Kehta Hai Yeh Dil,2020.0,116.0,"Comedy, Drama",3.3,10.0,R.k. Sharma,Ranbeeir Kalsi,Sharvani Sahay,Elena Tuteja
Kehtaa Hai Dil Baar Baar,2002.0,119.0,"Comedy, Drama, Romance",4.7,182.0,Rahul Dholakia,Paresh Rawal,Jimmy Sheirgill,Kim Sharma
Kerry on Kutton,2016.0,125.0,Drama,5.7,216.0,Ashok Yadav,Bhavana Singh Chauhan,Satyajeet Dubey,Aradhana Jagota
Kevi Rite Jaish,2012.0,128.0,"Comedy, Family",8.1,869.0,Abhishek Jain,Tom Alter,Abhinay Banker,Raju Barot
Khaan Dost,1976.0,157.0,"Action, Crime, Drama",5.6,38.0,Dulal Guha,Raj Kapoor,Shatrughan Sinha,Mithu Mukherjee
Khabardar,1984.0,167.0,Family,5.9,23.0,Rama Rao Tatineni,Amitabh Bachchan,Kamal Haasan,Jaya Prada
Khajoor Pe Atke,2018.0,119.0,Comedy,5.6,221.0,Harsh Chhaya,Vinay Pathak,Suneeta Sengupta,Alka Amin
Khalifa,1976.0,140.0,"Action, Crime, Drama",5.7,15.0,Prakash Mehra,Randhir Kapoor,Rekha,I.S. Johar
Khallas: The Beginning of End,2007.0,121.0,"Crime, Drama, Romance",4.0,11.0,Sumeet Chawla,Nikita Anand,Sanjeev Dabholkar,Raj Hussein
Khal-Naaikaa,1993.0,147.0,"Crime, Drama, Thriller",3.7,141.0,Saawan Kumar Tak,Jeetendra,Jaya Prada,Anu Agrawal
Khalnayak,2004.0,74.0,Action,6.3,12.0,Kishan Shah,Satnam Kaur,Kashish Khurana,Karishma
Khamiyaza: Journey of a Common Man,2019.0,130.0,"Action, Drama",4.6,20.0,Deekshit Kaul,Heramb Tripathi,Piyali Munshi,Alok Chaturvedi
Khamosh,1986.0,101.0,"Mystery, Thriller",7.5,944.0,Vidhu Vinod Chopra,Shabana Azmi,Amol Palekar,Naseeruddin Shah
Khamosh Adalat Jaari Hai,2017.0,100.0,Drama,7.7,52.0,Ritesh Menon,Nandita Das,Pravina Bhagwat Deshpande,Ajitesh Gupta
Khamoshh... Khauff Ki Raat,2005.0,123.0,"Mystery, Thriller",3.3,245.0,Deepak Tijori,Shilpa Shetty Kundra,Juhi Chawla,Shawar Ali
Khamoshi,1970.0,127.0,"Drama, Romance",7.7,546.0,Asit Sen,Rajesh Khanna,Waheeda Rehman,Nasir Hussain
Khamoshi,2019.0,96.0,"Horror, Thriller",3.5,239.0,Chakri Toleti,Prabhu Deva,Tamannaah Bhatia,Bhoomika Chawla
Khandaan,1942.0,171.0,"Drama, Family",6.2,14.0,Shaukat Hussain Rizvi,Noor Jehan,Pran,Ghulam Mohammed
Khandaan,1979.0,130.0,"Drama, Romance",6.5,19.0,Anil Ganguly,Jeetendra,Sulakshana Pandit,Bindiya Goswami
Khandan,1965.0,158.0,"Drama, Musical",6.9,145.0,A. Bhimsingh,Sunil Dutt,Nutan,Pran
Khandhar,1984.0,106.0,Drama,7.2,242.0,Mrinal Sen,Shabana Azmi,Annu Kapoor,Pankaj Kapur
Khanjar,1980.0,134.0,Thriller,5.8,16.0,Atma Ram,Navin Nischol,Reena Roy,Amjad Khan
Khanna & Iyer,2007.0,103.0,Comedy,5.1,49.0,Hemant Hegde,Sarvar Ahuja,Aditi Sharma,Arun Bakshi
Khap,2011.0,125.0,"Drama, Thriller",5.0,104.0,Ajai Sinha,Rahul Jaiswal,Raj Arjun,Mohnish Bahl
